Year,Geographical Location,Income decile,Income,Income range
1982,Ontario,Sixth decile,70700,NA
1982,Ontario,Seventh decile,83800,NA
1982,Ontario,Eighth decile,99300,NA
1982,Ontario,Ninth decile,120200,NA
1982,Ontario,Highest decile,186900,NA
1982,Prairie provinces,Total deciles,74600,187500
1982,Prairie provinces,Lowest decile,10400,NA
1982,Prairie provinces,Second decile,22500,NA
1982,Prairie provinces,Third decile,33700,NA
1982,Prairie provinces,Fourth decile,45000,NA
1982,Prairie provinces,Fifth decile,57300,NA
1982,Prairie provinces,Sixth decile,69800,NA
1982,Prairie provinces,Seventh decile,84000,NA
1982,Prairie provinces,Eighth decile,100900,NA
1982,Prairie provinces,Ninth decile,124600,NA
1982,Prairie provinces,Highest decile,197900,NA
1982,Manitoba,Total deciles,65000,160400
1982,Manitoba,Lowest decile,10400,NA
1982,Manitoba,Second decile,19600,NA
1982,Manitoba,Third decile,29100,NA
1982,Manitoba,Fourth decile,38600,NA
1982,Manitoba,Fifth decile,49200,NA
1982,Manitoba,Sixth decile,61300,NA
1982,Manitoba,Seventh decile,73300,NA
1982,Manitoba,Eighth decile,88300,NA
1982,Manitoba,Ninth decile,109100,NA
1982,Manitoba,Highest decile,170800,NA
1982,Saskatchewan,Total deciles,67100,168300
1982,Saskatchewan,Lowest decile,8900,NA
1982,Saskatchewan,Second decile,20200,NA
1982,Saskatchewan,Third decile,29900,NA
1982,Saskatchewan,Fourth decile,39500,NA
1982,Saskatchewan,Fifth decile,50900,NA
1982,Saskatchewan,Sixth decile,62600,NA
1982,Saskatchewan,Seventh decile,75800,NA
1982,Saskatchewan,Eighth decile,91600,NA
1982,Saskatchewan,Ninth decile,115000,NA
1982,Saskatchewan,Highest decile,177200,NA
1982,Alberta,Total deciles,81800,202800
1982,Alberta,Lowest decile,11300,NA
1982,Alberta,Second decile,25700,NA
1982,Alberta,Third decile,38300,NA
1982,Alberta,Fourth decile,51000,NA
1982,Alberta,Fifth decile,64000,NA
1982,Alberta,Sixth decile,77200,NA
1982,Alberta,Seventh decile,92500,NA
1982,Alberta,Eighth decile,109400,NA
1982,Alberta,Ninth decile,134800,NA
1982,Alberta,Highest decile,214100,NA
1982,British Columbia,Total deciles,73200,178900
1982,British Columbia,Lowest decile,9300,NA
1982,British Columbia,Second decile,21700,NA
1982,British Columbia,Third decile,32900,NA
1982,British Columbia,Fourth decile,45400,NA
1982,British Columbia,Fifth decile,58300,NA
1982,British Columbia,Sixth decile,70400,NA
1982,British Columbia,Seventh decile,84100,NA
1982,British Columbia,Eighth decile,99300,NA
1982,British Columbia,Ninth decile,122900,NA
1982,British Columbia,Highest decile,188200,NA
1983,Canada,Total deciles,68800,170900
1983,Canada,Lowest decile,9800,NA
1983,Canada,Second decile,20200,NA
1983,Canada,Third decile,30300,NA
1983,Canada,Fourth decile,41000,NA
1983,Canada,Fifth decile,53000,NA
1983,Canada,Sixth decile,64900,NA
1983,Canada,Seventh decile,78200,NA
1983,Canada,Eighth decile,93900,NA
1983,Canada,Ninth decile,115900,NA
1983,Canada,Highest decile,180700,NA
1983,Atlantic provinces,Total deciles,57700,143300
1983,Atlantic provinces,Lowest decile,9500,NA
1983,Atlantic provinces,Second decile,18600,NA
1983,Atlantic provinces,Third decile,26700,NA
1983,Atlantic provinces,Fourth decile,34100,NA
1983,Atlantic provinces,Fifth decile,42900,NA
1983,Atlantic provinces,Sixth decile,52800,NA
1983,Atlantic provinces,Seventh decile,63600,NA
1983,Atlantic provinces,Eighth decile,77600,NA
1983,Atlantic provinces,Ninth decile,98400,NA
1983,Atlantic provinces,Highest decile,152800,NA
1983,Newfoundland and Labrador,Total deciles,57500,136900
1983,Newfoundland and Labrador,Lowest decile,11300,NA
1983,Newfoundland and Labrador,Second decile,20400,NA
1983,Newfoundland and Labrador,Third decile,28100,NA
1983,Newfoundland and Labrador,Fourth decile,35200,NA
1983,Newfoundland and Labrador,Fifth decile,44300,NA
1983,Newfoundland and Labrador,Sixth decile,52500,NA
1983,Newfoundland and Labrador,Seventh decile,62500,NA
1983,Newfoundland and Labrador,Eighth decile,74400,NA
1983,Newfoundland and Labrador,Ninth decile,98000,NA
1983,Newfoundland and Labrador,Highest decile,148200,NA
1983,Prince Edward Island,Total deciles,58900,NA
1983,Nova Scotia,Total deciles,59200,145700
1983,Nova Scotia,Lowest decile,9600,NA
1983,Nova Scotia,Second decile,19900,NA
1983,Nova Scotia,Third decile,28200,NA
1983,Nova Scotia,Fourth decile,35100,NA
1983,Nova Scotia,Fifth decile,43200,NA
1983,Nova Scotia,Sixth decile,52800,NA
1983,Nova Scotia,Seventh decile,64800,NA
1983,Nova Scotia,Eighth decile,80400,NA
1983,Nova Scotia,Ninth decile,102400,NA
1983,Nova Scotia,Highest decile,155300,NA
1983,New Brunswick,Total deciles,55800,142900
1983,New Brunswick,Lowest decile,8600,NA
1983,New Brunswick,Second decile,16800,NA
1983,New Brunswick,Third decile,23600,NA
1983,New Brunswick,Fourth decile,31400,NA
1983,New Brunswick,Fifth decile,40900,NA
1983,New Brunswick,Sixth decile,52400,NA
1983,New Brunswick,Seventh decile,62600,NA
1983,New Brunswick,Eighth decile,76300,NA
1983,New Brunswick,Ninth decile,94200,NA
1983,New Brunswick,Highest decile,151500,NA
1983,Quebec,Total deciles,63700,151100
1983,Quebec,Lowest decile,9900,NA
1983,Quebec,Second decile,18600,NA
1983,Quebec,Third decile,28200,NA
1983,Quebec,Fourth decile,38700,NA
1983,Quebec,Fifth decile,50500,NA
1983,Quebec,Sixth decile,61600,NA
1983,Quebec,Seventh decile,73500,NA
1983,Quebec,Eighth decile,88100,NA
1983,Quebec,Ninth decile,107200,NA
1983,Quebec,Highest decile,161000,NA
1983,Ontario,Total deciles,73800,188000
1983,Ontario,Lowest decile,10300,NA
1983,Ontario,Second decile,21800,NA
1983,Ontario,Third decile,33400,NA
1983,Ontario,Fourth decile,45000,NA
1983,Ontario,Fifth decile,56900,NA
1983,Ontario,Sixth decile,68900,NA
1983,Ontario,Seventh decile,82700,NA
1983,Ontario,Eighth decile,99000,NA
1983,Ontario,Ninth decile,122300,NA
1983,Ontario,Highest decile,198300,NA
1983,Prairie provinces,Total deciles,70100,173700
1983,Prairie provinces,Lowest decile,8600,NA
1983,Prairie provinces,Second decile,20600,NA
1983,Prairie provinces,Third decile,30500,NA
1983,Prairie provinces,Fourth decile,40400,NA
1983,Prairie provinces,Fifth decile,53000,NA
1983,Prairie provinces,Sixth decile,66700,NA
1983,Prairie provinces,Seventh decile,80700,NA
1983,Prairie provinces,Eighth decile,97200,NA
1983,Prairie provinces,Ninth decile,121000,NA
1983,Prairie provinces,Highest decile,182300,NA
1983,Manitoba,Total deciles,66300,156700
1983,Manitoba,Lowest decile,10500,NA
1983,Manitoba,Second decile,20900,NA
1983,Manitoba,Third decile,29400,NA
1983,Manitoba,Fourth decile,37900,NA
1983,Manitoba,Fifth decile,49500,NA
1983,Manitoba,Sixth decile,62200,NA
1983,Manitoba,Seventh decile,77800,NA
1983,Manitoba,Eighth decile,92400,NA
1983,Manitoba,Ninth decile,114800,NA
1983,Manitoba,Highest decile,167200,NA
1983,Saskatchewan,Total deciles,64600,165100
1983,Saskatchewan,Lowest decile,9500,NA
1983,Saskatchewan,Second decile,19100,NA
1983,Saskatchewan,Third decile,28300,NA
